comentario,polaridade
Já pedi pra aumentar uma vez e a nubank aumentou. Outra vez ela aumentou sem nem eu pedir. Reclamar de quê?,positivo
Nubank. kiridu. aumenta meu limiteeee! Nunca te pedi nada. Diz que sim. diz que sim. diz que sim. Sim? ?? Só preciso de mais R$300.00 para um objetivo.,neutro
nossa senhora. ninguém me contou isso antes. agora já tô ferrada kkkkkkk,negativo
Quero 10.000,neutro
Comecei com 400 de limite já perdi as contas de quantas vezes pedi aumento e nada!????????????,negativo
Infelizmente desisti de pedir e comecei a explorar outros bancos digitais. Amo meu roxinho e queria cancelar meu banco normal e ficar só com ele. porém sem o limite no crédito não rola ???????,positivo
Eu amo o fato de poder controlar meu limite! Sou uma universitária fodida hahaha e meu limite passa de 1500. mas eu deixo sempre com 200-300 reais que é pra não cair na dívida. Obrigada Nubank pela facilidade ??,positivo
Nubank é perfeito. faço propaganda feliz ??,positivo
@tataa_rodriigues olha,neutro
Eu gasto muito mais que o meu limite. antecipando as parcelas e nunca aumenta,negativo
esperando para sair dos 650R$ 2 anos é demaissssss ??,negativo
Outro dia li que a @nubank pretende adquirir outras empresas fintechs. será que possuir caixa eletrônico no futuro está nos planos?. nem todas as cidades da de sobreviver apenas no dinheiro digital ??,neutro
Movimento bastante a NuConta. estou usando o cartão mas o limite não aumenta ??,negativo
Já aumentaram duas vezes meu limite esse ano. Por isso que nosso relacionamento é perfeito ??,positivo
Não é bem verdade @nubank meu limite é uma droga e meu Serasa é ótimo.. falta um pouco de critério. Conheço gente com menor salário. sem investimento e com Serasa igual o meu enfim limite 4 vezes mais..,negativo
O porquinho eu consigo como ????,neutro
Amooo demais!!! Melhor empresa o ruim que quero fazer uma compra e meu limite é baixo não dá e tô precisando demaisss! ???? Mas quando menos esperamos vcs aumentam né? Haha??,positivo
Quero meu cartão de crédito. Quais os critérios vocês levam mesmo em consideração para aceitar um pedido de um cliente?,neutro
Uso meu cartão direto e a mais de 5 meses meu limite não aumenta??,negativo
Nunca te pedi nada! ???? Papo de galinha...,neutro
Eu sou um risco total kkkk nunca aumentaram meu limite. ???? ??,neutro
parcelei tanta coisa que o @nubank nao deixei! sempre -1 parcela + parcela kkk ???????,neutro
Comecei com 800 há 2 anos e nunca aumentaram! ??,negativo
Uso o meu até de mais. já estarei meu limite de 3.500 duas vezes. peço limite e vcs não aumenta.,negativo
@renansoaressilva,neutro
@gomestaniia,neutro
Comecei com 400.00 tem 6 meses e ainda estou com 400.00. Pago sempre em dia. preciso mais do que este limite haha,neutro
Não saio dos 400 ??,negativo
Comecei com 700 e agora estou com 1550 em menos de 6 meses ????,neutro
Como faço  esse  cartão? ??,neutro
Comecei com 400 e até hoje só tenho 400. isso pq pago em dias. as vezes adiantado o pagamento pra liberar limite pra uso. decepcionante pra mim!!,negativo
Eu acredito que o meu limite também vai aumentar amo meu rochinho ??????,positivo
Comecei com 1400 e hj estou com 6850. e nunca pedi aumento. Por isso amo esse banco hahah,positivo
Desde 2017 tentando o Nubank e vcs não liberam o crédito... ????,negativo
@sandro.sdias,neutro
Comecei com 400 em 3 meses foi para 800,positivo
Pior que ganhei aumento de limite sem pedir pela primeira vez ??,positivo
@anabe.mariano,neutro
Já fiz tudo isso. solicitei várias vezes. inclusive agora. e não aumenta por nada. :(,negativo
Poxa. sou cliente a uns 3 anos! Meu limite é alto. porém andei precisando de mais. sempre pago antecipado. antecipo parcelas e já tem um ano que não atendem meu pedido de aumento ??,negativo
Comecei com 400 de limite e em menos de 7 meses o limite mais que dobrou! Eu amo um cartão ??,positivo
O q mais faço é pagar antecipado. nunca atrasei um dia se quer. faz tempo q quero aumentar pra 12k mais tá difícil.,negativo
Faço tudo isso e em quase um ano que tenho cartao nunca aumentaram me limite. Ainda uso a nuconta onde recebo meus pagamentos e pago as minhas conta uso a função débito com frequência. E ainda deixo dinheiro guardado nela e nada de aumenta o limite.,negativo
Quando vocês negam limite. dou preferência em usar outros cartões que dão limite conforme minha realidade,negativo
Hoje eu tô com 2500 de limite. E acho muito bom ir aumentando gradativamente. Tenho um canal que posto vídeos sobre finanças para iniciante,positivo
Comigo aconteceu justamente o contrario. usei por 3 meses o cartao  pagando antecipado e adiantando. mas vcs continuaram recusando aumento de limite. Ai decidi ficar com o itau mesmo. como o itau nunca me cobrou nada. nem por transferencia.,positivo
Só fui aprovada no débito ????e meu nome é limpo.,negativo
Comecei com 400. em 1 mês foi pra 550 ?? já estou à espera do meu próximo aumento,positivo
Começei com 600.gasto em torno de 4 mil a 5 mil mensal preciso usar outros cartoes(nao gostaria)queria centralizar todas minhas compras nesse cartao.mas tudo bem gosto do nubank.cartao muito bom,negativo
Meu nubank vai fazer 1 ano e não aumentou e eu uso ele direto e nunca atrasei contas,negativo
Ajuda eu aí @nubank me dá um cartao . to na fila faz tempo ??????,neutro
Melhor cartão da vida ???? comecei com 400 de limite... e ao decorrer desses 2 anos o Nubank veio aumentando o limite gradualmente até se equiparar com os outros cartões que eu já possuía... resumo da história dexei de usar os cartões do outro banco e estou usando exclusivamente o Nubank.. ???????????? vc são os melhores @nubank,positivo
Nunca consigo! Me ajuda ??,neutro
Olha @keilla_adm pq eles não aumentam seu limite ??,neutro
Eu estou usando o cartão mais ou menos uns oito meses mais até agora nunca aumentou Já pedi ao vento mas nunca foi aprovado,negativo
Faço todos esse itens e não consigo o aumento de limite??,negativo
Eu sempre pago muito antes do vencimento. e meu limite não aumenta ????,negativo
@iury_b_rodrigues,neutro
@nubank só esperando meu limite ultrapassar o do Itaú pra migrar 100% pra vocês. junta aí comigo nessa campanha,neutro
@nubank aumenta meu limite quero ostentar o limitr para chamar mais clientes hahahaha,neutro
Eu comecei com 650 e com 9 meses de uso estou com 1800 de limite?? amo um roxinho??,positivo
Aguardando aumento no meu limite ??,neutro
Eu só não exploro o limite atual. mas de resto pago conta que parcelo em 10x pago em 5 ... E mesmo assim tá difícil ??,negativo
Muito bom ter nubank ??,positivo
@laura_holanda_,neutro
@nubank me dê algum limite ??,neutro
@mitico_jao  KKKKKKKKKKKKKKKK,neutro
É só mentir na renda mensal que o limite aumenta ??????,neutro
Com 50 Reais de limite. vou conseguir me endividar pro resto da vida,negativo
Comecei com 1100 e em 3 meses subiu para 1900. Eeeeee ruuuuuu!,positivo
Como faço pra ter um cartão?,neutro
Cliente Nubank a mais de 3 anos. para ficar top mesmo. só falta liberar cartão de crédito.débito para pessoa jurídica.????,positivo
Tem um problema aí. Tenho um cartão com um limite bom e o de vcs com limite baixo e isso me força a usar sempre o outro :),negativo
Comecei com 300 e em 6 meses chegou em 1800 ????????,positivo
@isinha_ingrid ai amiga se liga,neutro
Deixei de usar por conta do limite ??,negativo
??????,positivo
Eu amo?. Em menos de 6 meses de uso. já aumentaram 2 vz meu limite. e sem eu pedir. Pft demais????,positivo
Eu estava tentando aumentar o.limite e não conseguia. Um belo dia o limite deu um salto e eu fiquei hiper feliz!!!!,positivo
Já eu tô com 50 reais apenas e estou pagando parcelas antecipadas e todo mês compro e até agora nas a,negativo
Melhor cartão comecei meu limite com 400 e ja to com 1.150 amo meu roxinho ????,positivo
Sempre pago minhas contas em dia. raramente consigo antecipar e o meu score no serasa fica muito baixo mesmo não devendo nada e nunca consigo vou conseguir pegar o nubank credito ??,negativo
Queria ter limite ??,neutro
nunca mais Aumentou kkkk score altaço,negativo
Aqui o problema tá sendo o contrario!! Nubank reduz meu limite! Ou me ajuda a gastar.ganhar mais...,positivo
Trsite com vocês,negativo
Tenho quase um ano de cartão meu limite ainda está em $400 por esse motivo quase n estou usando pois tenho outros com limite bem alto..,negativo
Já pedi aumento pra fazer uma compra específica três vezes e foi negado. mesmo estando com todos os pagamentos em dia. E meu salário já está maior. mas o meu limite que é bom. nada!,negativo
Sacanagem pago tudo antecipado e o nubank não aumenta meu limite,negativo
@oraphaelsantos,neutro
Será que após eu comprar ele vai ter um aumento mais alto que 50,neutro
Legal.mas... aumenta meu limite? Hahahahaha quase um ano de cliente e continuo com 700.00 de limite.,neutro
Comecei a um ano atrás com o limite de 600.00 hoje estou com limite de 4.100. mas graças a Deus. compro é pago certinho. Amo esse roxinho ??,positivo
Preciso de mais limite... Estou pedindo faz tempo mas nunca consigo ??,neutro
Meu limite mesmo nunca aumentou. sempre uso tudo e sempre pego certinho. orx ??,neutro
Meu limite hoje é bem maior do que preciso. Às vezes dá até vontade de pedir para diminuirmos. mas o bom do limite gradativo é que o senso de responsabilidade vem junto e quando bate aquela emergência temos a onde recorrer...,positivo
Eu é quem peço desculpas pelo transtorno! ??,positivo
Como faço para ter crédito já tenho o débito,neutro
Eu só tinha o de débito. e agora consegui a função crédito e com 500 de limite ??. espero que aumente. estou cada vez mais amando o meu roxinho ??????,positivo
Pura mentira.,negativo
Nubank manda meu porta cartão,neutro
Eu já fiz vários pagamentos antecipados. inclusive já paguei todo de uma vez e nunca tive o limite mudado :(,negativo
Melhor cartão disparado. uso muito a pouco mais de um ano. Tenho limite alto mas deixo baixo por questão de controle. Sem contar o sistema de pontos. já paguei mais de 1 mil reais da minha fatura com pontos. Sensacional,positivo
Eu não uso muito o cartão justamente pelo limite baixo .... limite de 1800 e em outros bancos meu limite e 10 vezes o meu aqui... como aumentar e ficar só com nubank ? ??,negativo
Muito bom mesmo. comecei com 500.00 e dentro de um ano já estou com 3.300.00. Melhor cartão!!!,positivo
Estou muito NU ( triste ). o meu não aumenta o limite e nem eles aumenta!,negativo
Comecei com meu roxinho com 450 e agora tenho 7000 tô no rumo dos 10.000 boraaaa roxinho ??,positivo
Menine eu nem tenho a função crédito liberada e já sou feliz com o meu roxinho. imagina quando.se liberar ?! Eu morro do coração ???? ???? ????,positivo
Se todos os Bancos fizessem isso . o percentual de individados no pais seriam bem menores!!!!,positivo
Muito fraco estou parcelando minhas fraturas agora porque sempre pagava antes do dia e nunca aumentava,negativo
To 1 ano sem aumento ??,negativo
Tenho um limite bom mas queria mais para não precisar dos outros cartões que tenho. #ficaadicanubank ??,positivo
Comecei com 1200 se não me engano. agora estou com 10200 depois de pouco mais de 1 ano... Já cancelei meus 2 cartões do Bradesco que juntos davam metade do que tenho hj no Nubank,positivo
Melhor Cartão de crédito ???? Melhor Nuconta ????????,positivo
Já tenho o cartão a 1 ano e 2 meses e não recebi sequer 1 aumento de limite :(,negativo
Mentira. Todo mês estouro o limite. Fico sem crédito e meu limite não é aumentado desde 2018. Não façam propaganda enganosa.,negativo
@nubank olha meu direct por favor!!????,neutro
Sempre pago antecipado. antecipo várias parcelas mas quando peço aumento nunca me dão. Meu limite já é alto para estou precisando de capital de giro por causa de uma mudança de casa. Faz 1 ano que não aumentam nada mesmo eu pagando tudo antecipado.,negativo
Verdade aumenta o meu kkk,neutro
@nubank esse score do Serasa não é lá muito justo...,negativo
Libera o cartão de crédito pra mim ??????,neutro
Esse cartão já foi bom. E serviu para mudar o atendimento dos banco. Feliz com o meu @itaupersonnalite,negativo
Rochinho maravilhoso??,positivo
O melhor cartão do mundo ??????,positivo
E eu que preciso de aumento a tempos nunca tenho... Cartões meus são aprovados logo de cara com quase 5k de limite e meu nubank que tenho a anos com 1700.00.. só não largo pq ainda gosto das funções do cartão.. senão. já era.,negativo
Uma pergunta eu conseguiria adquirir um cartão  mesmo estando com o nome sujo ? Mesmo que fosse um limite baixo ?,neutro
Uso o nubank já a 3 anos e nunca sair dos 500$ mesmo pagando em dia. score bom não aumentam meu limite nem na batida do tambor ???????,negativo
@lulavieira87,neutro
Melhor coisa é ter o controle do limite ????,positivo
Comecei a usar esse mês passado  e meu limite e de 50 reais mais não fiz compra com o meu nubank #sounubank ??,neutro
Ajuda aí nubank. ainda estou tendo que dividir contas com outros cartões. devido o limite. já a mais de ano que sou cliente. ainda não ter aumentado. Quero comprar só pelo NU ??,negativo
@nubank aumenta  o do mozão????ele não deixa limite pra mim ??@rafaelbarbosa6017,neutro
Eu uso absolutamente tudo da minha vida nele. tudo mesmo. so tem ele na minha carteira. Tem coisas minhas e da empresa (aguardo conta pj roxinha inclusive) e o limite ficou pequeno.,positivo
Acontece q pra comprovar uma renda maior eu preciso de um holerite. q eu não tenho. Porque sou o dono da empresa. Como posso resolver?,neutro
